,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Formation,Play
574,4,12,44,DEN,OAK,1,10,55,SHOTGUN,RUSH
577,1,9,27,NYG,SF,1,10,32,NO HUDDLE SHOTGUN,RUSH
578,1,0,19,NYG,SF,2,10,44,NO HUDDLE SHOTGUN,PASS
579,2,6,54,NYG,SF,2,6,54,NO HUDDLE,RUSH
581,3,13,8,NYG,SF,3,3,53,SHOTGUN,PASS
583,4,4,37,NYG,SF,4,1,95,FIELD GOAL,KICK
585,1,9,55,SD,PIT,2,6,88,SHOTGUN,PASS
586,1,0,59,PIT,SD,2,17,50,SHOTGUN,PASS
587,1,0,18,PIT,SD,3,8,59,SHOTGUN,PASS
588,2,9,22,PIT,SD,2,8,26,UNDER CENTER,RUSH
590,3,11,6,PIT,SD,4,4,58,PUNT,KICK
591,3,10,54,SD,PIT,1,10,4,SHOTGUN,PASS
592,4,3,6,SD,PIT,3,8,64,SHOTGUN,PASS
593,4,3,1,SD,PIT,4,8,64,FIELD GOAL,KICK
595,1,6,8,NO,ATL,1,10,39,UNDER CENTER,RUSH
598,2,5,29,ATL,NO,1,10,26,UNDER CENTER,PASS
599,3,9,52,NO,ATL,2,10,66,UNDER CENTER,PASS
600,3,2,27,NO,ATL,4,2,98,UNDER CENTER,PASS
601,4,9,54,NO,ATL,1,10,78,UNDER CENTER,PASS
602,4,0,17,NO,ATL,1,10,84,UNDER CENTER,RUSH
603,1,5,43,CHI,DET,2,11,89,SHOTGUN,RUSH
605,2,5,3,CHI,DET,2,5,95,SHOTGUN,PASS
606,2,0,53,CHI,DET,1,10,20,SHOTGUN,PASS
607,5,13,37,DET,CHI,1,10,31,SHOTGUN,PASS
610,2,0,36,WAS,NYJ,1,10,48,SHOTGUN,PASS
611,4,10,59,NYJ,WAS,4,10,69,FIELD GOAL,KICK
613,4,4,4,NYJ,WAS,4,6,6,UNDER CENTER,KICK
615,2,2,38,ARI,PIT,2,1,62,UNDER CENTER,PASS
616,2,2,1,ARI,PIT,1,10,69,UNDER CENTER,RUSH
618,3,6,7,ARI,PIT,4,36,15,PUNT,KICK
620,4,2,20,PIT,ARI,1,10,10,UNDER CENTER,RUSH
621,1,14,56,MIN,KC,1,10,14,UNDER CENTER,RUSH
622,1,14,25,MIN,KC,2,5,19,UNDER CENTER,RUSH
623,3,15,0,KC,MIN,1,10,20,SHOTGUN,PASS
627,1,15,0,BUF,CIN,1,10,20,UNDER CENTER,RUSH
628,1,6,56,BUF,CIN,2,9,12,SHOTGUN,RUSH
629,1,0,42,CIN,BUF,1,10,66,SHOTGUN,PASS
630,1,0,38,CIN,BUF,2,10,66,SHOTGUN,PASS
631,2,9,38,BUF,CIN,3,14,16,SHOTGUN,PASS
632,2,1,2,BUF,CIN,1,10,61,SHOTGUN,PASS
635,3,12,25,CIN,BUF,2,8,42,NO HUDDLE SHOTGUN,PASS
637,4,13,16,CIN,BUF,2,15,57,UNDER CENTER,RUSH
638,2,14,3,CLE,DEN,1,10,25,UNDER CENTER,RUSH
639,2,5,50,DEN,CLE,3,5,20,SHOTGUN,PASS
642,5,6,22,DEN,CLE,2,7,80,SHOTGUN,RUSH
643,1,7,22,TEN,MIA,2,6,61,SHOTGUN,PASS
644,1,7,0,TEN,MIA,1,10,74,UNDER CENTER,RUSH
647,2,1,29,MIA,TEN,3,1,15,SHOTGUN,RUSH
648,3,12,26,TEN,MIA,3,12,61,SHOTGUN,PASS
649,3,4,3,TEN,MIA,4,12,31,PUNT,KICK
651,2,12,21,JAX,HOU,2,2,83,UNDER CENTER,RUSH
654,3,8,44,JAX,HOU,2,5,25,UNDER CENTER,RUSH
657,4,0,38,HOU,JAX,2,11,13,UNDER CENTER,RUSH
658,1,7,36,SEA,CAR,1,10,83,SHOTGUN,PASS
661,3,1,8,CAR,SEA,4,16,23,PUNT,KICK
662,4,8,1,CAR,SEA,2,10,20,SHOTGUN,PASS
664,1,12,38,SD,GB,3,3,40,NO HUDDLE SHOTGUN,PASS
666,1,0,32,SD,GB,1,10,44,NO HUDDLE SHOTGUN,RUSH
668,2,15,0,SD,GB,2,9,45,SHOTGUN,PASS
669,2,13,48,SD,GB,1,5,65,SHOTGUN,PASS
670,2,9,0,GB,SD,2,10,43,SHOTGUN,PASS
672,2,2,0,SD,GB,2,8,26,SHOTGUN,PASS
673,2,1,38,SD,GB,1,10,39,NO HUDDLE SHOTGUN,PASS
674,3,13,0,SD,GB,2,4,27,NO HUDDLE SHOTGUN,RUSH
675,3,12,22,SD,GB,3,3,28,NO HUDDLE SHOTGUN,PASS
676,4,14,11,SD,GB,2,10,47,NO HUDDLE SHOTGUN,RUSH
678,4,5,51,GB,SD,1,10,45,NO HUDDLE,RUSH
680,1,9,0,BAL,SF,3,12,25,SHOTGUN,PASS
681,1,2,0,SF,BAL,4,3,88,FIELD GOAL,KICK
682,2,11,40,BAL,SF,3,4,26,SHOTGUN,PASS
683,2,11,35,SF,BAL,1,10,71,UNDER CENTER,RUSH
684,3,10,53,BAL,SF,1,10,59,UNDER CENTER,PASS
685,1,3,1,NE,IND,1,10,88,NO HUDDLE SHOTGUN,PASS
688,2,13,59,NE,IND,3,5,78,SHOTGUN,PASS
690,3,10,52,IND,NE,2,10,20,SHOTGUN,PASS
691,3,10,47,IND,NE,3,10,20,SHOTGUN,PASS
692,3,10,31,IND,NE,4,1,29,PUNT,KICK
693,3,4,8,NE,IND,4,3,17,PUNT,KICK
694,1,9,37,NYG,PHI,1,10,37,UNDER CENTER,RUSH
696,1,3,25,NYG,PHI,1,10,27,UNDER CENTER,RUSH
698,2,5,11,NYG,PHI,2,10,21,SHOTGUN,PASS
699,2,4,26,NYG,PHI,3,5,26,NO HUDDLE SHOTGUN,PASS
700,2,1,12,PHI,NYG,1,10,34,SHOTGUN,PASS
701,3,12,53,NYG,PHI,1,10,37,UNDER CENTER,RUSH
704,3,5,19,NYG,PHI,4,15,6,PUNT,KICK
707,1,15,0,SF,SEA,1,10,20,SHOTGUN,PASS
708,1,14,32,SF,SEA,2,8,22,SHOTGUN,PASS
709,1,6,6,SF,SEA,3,8,34,SHOTGUN,PASS
710,1,5,51,SEA,SF,1,10,15,SHOTGUN,RUSH
711,2,12,58,SEA,SF,1,10,34,UNDER CENTER,RUSH
712,2,3,22,SEA,SF,2,16,27,SHOTGUN,PASS
715,3,5,16,SF,SEA,3,10,7,UNDER CENTER,PASS
716,3,4,39,SF,SEA,1,10,20,UNDER CENTER,RUSH
717,3,3,54,SF,SEA,2,9,21,SHOTGUN,PASS
718,4,11,36,SEA,SF,1,10,74,SHOTGUN,RUSH
720,1,11,41,BUF,JAX,2,10,46,SHOTGUN,PASS
721,1,6,8,JAX,BUF,3,1,29,UNDER CENTER,RUSH
722,2,0,41,BUF,JAX,2,10,74,SHOTGUN,PASS
723,2,0,15,BUF,JAX,3,4,80,NO HUDDLE SHOTGUN,PASS
724,3,7,33,JAX,BUF,2,6,94,SHOTGUN,PASS
725,4,14,52,BUF,JAX,4,8,92,FIELD GOAL,KICK
726,4,9,50,BUF,JAX,2,10,47,SHOTGUN,PASS
728,4,0,27,JAX,BUF,3,12,58,UNDER CENTER,RUSH
729,2,12,41,LA,CLE,2,13,33,SHOTGUN,PASS
730,2,12,0,LA,CLE,3,6,40,SHOTGUN,PASS
731,2,6,34,LA,CLE,1,10,51,UNDER CENTER,RUSH
732,2,5,58,LA,CLE,2,7,54,UNDER CENTER,RUSH
733,2,5,14,LA,CLE,1,10,69,UNDER CENTER,RUSH
734,2,4,32,LA,CLE,2,11,68,SHOTGUN,PASS
735,2,0,47,LA,CLE,1,10,24,SHOTGUN,PASS
736,3,0,48,CLE,LA,2,5,44,SHOTGUN,PASS
737,3,0,9,CLE,LA,3,13,36,SHOTGUN,PASS
739,4,2,6,CLE,LA,2,9,59,SHOTGUN,PASS
740,4,2,0,CLE,LA,2,19,49,SHOTGUN,PASS
743,1,5,20,HOU,MIA,4,13,17,PUNT,KICK
744,1,5,10,MIA,HOU,1,10,55,UNDER CENTER,RUSH
746,3,2,49,HOU,MIA,2,7,93,NO HUDDLE,RUSH
748,4,11,36,HOU,MIA,1,10,73,NO HUDDLE,PASS
749,1,6,31,NE,NYJ,1,10,36,NO HUDDLE SHOTGUN,PASS
750,2,12,24,NE,NYJ,1,10,39,UNDER CENTER,PASS
752,2,6,24,NYJ,NE,1,10,20,SHOTGUN,PASS
753,2,0,12,NE,NYJ,1,10,46,SHOTGUN,PASS
755,3,10,25,NYJ,NE,3,7,23,SHOTGUN,PASS
756,3,9,57,NYJ,NE,1,10,30,NO HUDDLE,RUSH
757,3,2,2,NYJ,NE,1,10,17,SHOTGUN,RUSH
758,3,1,23,NYJ,NE,2,6,21,UNDER CENTER,RUSH
759,4,7,48,NE,NYJ,2,8,90,SHOTGUN,PASS
763,1,3,16,PIT,KC,4,1,83,UNDER CENTER,RUSH
764,2,8,55,PIT,KC,1,10,20,UNDER CENTER,RUSH
765,2,8,22,PIT,KC,1,10,41,UNDER CENTER,PASS
766,2,0,47,PIT,KC,1,10,45,SHOTGUN,PASS
767,3,11,41,PIT,KC,4,3,54,PUNT,KICK
768,3,3,41,PIT,KC,2,8,25,UNDER CENTER,PASS
770,4,2,0,KC,PIT,2,6,51,UNDER CENTER,RUSH
771,1,9,32,TB,WAS,1,10,25,UNDER CENTER,RUSH
772,1,1,6,TB,WAS,3,9,61,SHOTGUN,PASS
773,1,0,30,TB,WAS,1,10,74,NO HUDDLE,RUSH
774,2,8,12,WAS,TB,1,10,26,UNDER CENTER,RUSH
775,2,7,48,WAS,TB,1,10,39,UNDER CENTER,PASS
776,2,1,32,WAS,TB,4,7,48,PUNT,KICK
778,3,11,15,WAS,TB,1,3,97,UNDER CENTER,PASS
779,4,10,6,WAS,TB,1,10,77,SHOTGUN,RUSH
780,4,2,0,WAS,TB,2,4,26,NO HUDDLE SHOTGUN,PASS
781,2,11,5,DET,MIN,1,10,19,UNDER CENTER,PASS
782,2,10,21,DET,MIN,2,1,28,UNDER CENTER,PASS
783,2,3,39,MIN,DET,1,10,81,UNDER CENTER,RUSH
785,3,6,54,MIN,DET,3,6,94,SHOTGUN,PASS
786,4,13,32,DET,MIN,2,4,26,UNDER CENTER,RUSH
787,4,3,21,DET,MIN,1,10,11,SHOTGUN,PASS
788,4,0,41,DET,MIN,2,6,59,SHOTGUN,PASS
789,1,8,40,NO,IND,1,10,42,UNDER CENTER,RUSH
790,2,5,37,NO,IND,1,10,43,UNDER CENTER,RUSH
791,3,3,14,NO,IND,2,5,25,SHOTGUN,PASS
792,3,2,23,NO,IND,2,9,32,UNDER CENTER,PASS
793,4,12,43,IND,NO,3,5,22,SHOTGUN,PASS
794,4,5,55,IND,NO,3,8,7,SHOTGUN,PASS
796,1,4,46,ATL,TEN,2,2,25,UNDER CENTER,PASS
797,2,15,0,ATL,TEN,3,2,59,SHOTGUN,PASS
798,2,0,53,TEN,ATL,1,10,69,NO HUDDLE SHOTGUN,PASS
800,4,5,54,TEN,ATL,2,2,28,UNDER CENTER,RUSH
801,4,5,14,TEN,ATL,1,10,31,SHOTGUN,RUSH
802,4,4,28,TEN,ATL,2,16,25,SHOTGUN,PASS
804,4,0,46,ATL,TEN,2,7,46,UNDER CENTER,RUSH
805,4,0,2,ATL,TEN,3,6,47,UNDER CENTER,RUSH
807,1,9,56,OAK,SD,2,10,39,SHOTGUN,PASS
809,1,1,21,SD,OAK,4,1,77,FIELD GOAL,KICK
811,2,10,10,OAK,SD,3,5,85,SHOTGUN,PASS
812,2,3,3,SD,OAK,2,10,31,UNDER CENTER,RUSH
813,2,0,2,SD,OAK,3,4,74,FIELD GOAL,KICK
815,4,15,0,SD,OAK,2,1,55,SHOTGUN,RUSH
816,4,14,19,SD,OAK,1,10,58,SHOTGUN,PASS
817,4,8,11,SD,OAK,1,10,60,SHOTGUN,PASS
818,4,4,10,OAK,SD,3,19,53,UNDER CENTER,RUSH
819,4,0,10,SD,OAK,2,5,94,SHOTGUN,PASS
820,1,7,42,DAL,NYG,1,10,66,UNDER CENTER,RUSH
821,2,14,15,DAL,NYG,4,4,47,PUNT,KICK
823,3,11,34,DAL,NYG,2,9,50,SHOTGUN,PASS
824,3,1,27,DAL,NYG,2,5,50,UNDER CENTER,RUSH
828,4,1,36,NYG,DAL,4,3,32,PUNT,KICK
829,1,9,24,PHI,CAR,1,10,20,SHOTGUN,PASS
830,2,2,29,PHI,CAR,3,6,24,NO HUDDLE SHOTGUN,PASS
834,3,15,0,CAR,PHI,1,10,20,SHOTGUN,PASS
835,3,8,40,PHI,CAR,1,10,82,SHOTGUN,RUSH
836,3,0,1,PHI,CAR,1,10,45,NO HUDDLE SHOTGUN,PASS
839,1,12,21,ARI,BAL,2,10,62,UNDER CENTER,RUSH
840,1,11,44,ARI,BAL,3,6,66,SHOTGUN,PASS
841,1,3,59,BAL,ARI,1,10,20,UNDER CENTER,PASS
842,1,3,55,BAL,ARI,2,10,20,UNDER CENTER,RUSH
843,2,9,53,ARI,BAL,2,6,20,SHOTGUN,PASS
844,2,2,7,ARI,BAL,1,3,97,UNDER CENTER,RUSH
846,2,1,10,ARI,BAL,2,3,97,UNDER CENTER,PASS
847,3,12,10,ARI,BAL,3,5,56,SHOTGUN,PASS
848,3,2,31,ARI,BAL,4,3,97,FIELD GOAL,KICK
851,4,2,37,ARI,BAL,1,10,44,UNDER CENTER,RUSH
852,1,15,0,NE,MIA,1,10,20,UNDER CENTER,RUSH
853,1,5,37,MIA,NE,3,8,48,SHOTGUN,PASS
855,2,6,15,NE,MIA,1,10,25,UNDER CENTER,RUSH
856,2,0,42,NE,MIA,1,10,71,UNDER CENTER,PASS
859,4,11,39,MIA,NE,4,25,35,PUNT,KICK
860,4,3,57,MIA,NE,2,10,83,NO HUDDLE SHOTGUN,PASS
862,1,11,20,DET,KC,2,7,78,SHOTGUN,PASS
863,1,11,15,DET,KC,1,10,83,SHOTGUN,RUSH
864,1,3,21,DET,KC,4,3,20,PUNT,KICK
865,2,11,28,DET,KC,2,3,29,NO HUDDLE SHOTGUN,PASS
866,2,8,28,DET,KC,1,10,15,UNDER CENTER,RUSH
868,2,3,20,DET,KC,1,10,26,UNDER CENTER,RUSH
869,3,13,39,KC,DET,3,1,48,UNDER CENTER,RUSH
870,3,5,58,KC,DET,2,6,41,SHOTGUN,PASS
871,3,5,39,KC,DET,1,10,46,UNDER CENTER,RUSH
872,4,11,46,DET,KC,3,6,13,SHOTGUN,PASS
873,4,6,40,DET,KC,1,10,20,SHOTGUN,PASS
874,4,6,19,DET,KC,2,6,24,NO HUDDLE SHOTGUN,PASS
875,4,5,54,DET,KC,3,2,28,NO HUDDLE SHOTGUN,PASS
876,1,14,26,SD,BAL,2,7,23,SHOTGUN,PASS
877,1,13,56,SD,BAL,3,4,26,SHOTGUN,PASS
878,2,13,11,SD,BAL,2,7,68,NO HUDDLE SHOTGUN,PASS
880,3,6,30,SD,BAL,3,6,59,NO HUDDLE SHOTGUN,PASS
881,3,6,24,SD,BAL,4,6,59,PUNT,KICK
882,4,7,3,BAL,SD,1,10,73,UNDER CENTER,RUSH
883,4,6,25,BAL,SD,2,3,80,UNDER CENTER,RUSH
884,1,9,48,PIT,CIN,2,8,72,NO HUDDLE SHOTGUN,PASS
885,1,8,29,PIT,CIN,2,6,94,SHOTGUN,RUSH
886,3,6,31,PIT,CIN,4,2,86,FIELD GOAL,KICK
888,4,13,57,PIT,CIN,2,18,67,SHOTGUN,PASS
889,4,6,43,CIN,PIT,2,25,9,NO HUDDLE SHOTGUN,PASS
890,4,6,39,CIN,PIT,3,25,9,NO HUDDLE SHOTGUN,PASS
891,4,6,27,PIT,CIN,1,10,24,UNDER CENTER,RUSH
892,1,14,10,HOU,TEN,3,4,29,SHOTGUN,PASS
893,1,5,39,HOU,TEN,1,10,23,SHOTGUN,PASS
895,3,4,51,HOU,TEN,3,2,40,SHOTGUN,PASS
898,1,14,13,MIN,CHI,4,4,26,PUNT,KICK
899,1,14,3,CHI,MIN,1,10,47,SHOTGUN,PASS
900,1,4,27,CHI,MIN,3,3,23,NO HUDDLE SHOTGUN,PASS
901,1,3,53,CHI,MIN,4,6,20,PUNT,KICK
903,3,11,18,CHI,MIN,1,10,47,NO HUDDLE,PASS
904,4,12,1,CHI,MIN,1,10,37,UNDER CENTER,RUSH
905,4,2,17,MIN,CHI,1,10,54,SHOTGUN,PASS
906,1,13,35,ATL,TB,1,10,37,UNDER CENTER,PASS
907,1,4,27,TB,ATL,3,2,57,UNDER CENTER,RUSH
908,1,3,50,TB,ATL,4,7,52,PUNT,KICK
909,1,3,42,ATL,TB,1,10,12,UNDER CENTER,RUSH
910,1,3,18,ATL,TB,1,16,6,SHOTGUN,PASS
911,1,3,1,TB,ATL,1,10,79,UNDER CENTER,RUSH
914,2,13,14,ATL,TB,1,10,65,UNDER CENTER,PASS
915,2,12,31,ATL,TB,2,5,70,UNDER CENTER,RUSH
916,2,11,51,ATL,TB,1,10,77,UNDER CENTER,RUSH
919,3,15,0,TB,ATL,1,10,20,UNDER CENTER,RUSH
920,3,14,23,TB,ATL,2,9,21,SHOTGUN,PASS
921,3,8,10,TB,ATL,1,10,75,UNDER CENTER,RUSH
922,3,7,31,TB,ATL,2,8,77,SHOTGUN,PASS
926,4,8,21,ATL,TB,4,1,43,UNDER CENTER,RUSH
927,4,1,32,ATL,TB,2,5,65,NO HUDDLE SHOTGUN,PASS
929,1,13,5,NYG,NO,1,10,59,UNDER CENTER,RUSH
932,2,5,12,NO,NYG,2,7,66,SHOTGUN,PASS
936,3,12,0,NO,NYG,1,10,42,UNDER CENTER,PASS
937,4,9,30,NO,NYG,1,10,20,SHOTGUN,PASS
938,4,9,7,NO,NYG,1,10,41,UNDER CENTER,RUSH
940,1,10,37,SF,LA,3,3,64,SHOTGUN,PASS
941,2,1,19,LA,SF,2,6,45,SHOTGUN,RUSH
942,2,1,10,LA,SF,1,10,55,SHOTGUN,RUSH
943,4,10,23,SF,LA,4,13,34,PUNT,KICK
944,4,3,3,LA,SF,1,10,24,UNDER CENTER,RUSH
945,1,7,22,CLE,ARI,2,9,21,SHOTGUN,PASS
946,1,7,11,CLE,ARI,1,10,26,UNDER CENTER,RUSH
947,1,6,29,CLE,ARI,2,11,25,SHOTGUN,PASS
948,1,5,46,CLE,ARI,3,5,31,SHOTGUN,PASS
949,1,5,41,CLE,ARI,4,5,31,PUNT,KICK
950,1,5,34,ARI,CLE,1,10,15,UNDER CENTER,RUSH
951,1,4,57,ARI,CLE,2,10,15,UNDER CENTER,PASS
952,1,4,32,ARI,CLE,1,10,26,UNDER CENTER,RUSH
954,2,11,51,CLE,ARI,2,11,27,UNDER CENTER,RUSH
955,2,2,42,ARI,CLE,2,7,47,SHOTGUN,PASS
956,2,2,38,ARI,CLE,3,7,47,SHOTGUN,PASS
957,2,2,8,ARI,CLE,1,10,59,UNDER CENTER,RUSH
958,3,8,52,ARI,CLE,1,9,91,SHOTGUN,RUSH
959,3,8,16,ARI,CLE,2,5,95,UNDER CENTER,RUSH
960,3,1,17,CLE,ARI,4,2,42,PUNT,KICK
961,4,9,45,ARI,CLE,1,1,99,UNDER CENTER,RUSH
962,4,9,35,ARI,CLE,1,6,94,SHOTGUN,PASS
964,4,3,19,ARI,CLE,3,1,70,UNDER CENTER,RUSH
965,1,14,20,NYJ,OAK,2,2,23,UNDER CENTER,RUSH
966,1,3,26,OAK,NYJ,1,5,88,UNDER CENTER,PASS
967,2,9,46,OAK,NYJ,2,10,64,SHOTGUN,PASS
970,2,9,37,NYJ,OAK,1,10,20,UNDER CENTER,RUSH
971,2,8,58,NYJ,OAK,2,4,26,UNDER CENTER,RUSH
972,2,8,9,NYJ,OAK,3,3,27,SHOTGUN,PASS
973,2,8,3,NYJ,OAK,4,3,27,PUNT,KICK
974,2,7,52,OAK,NYJ,1,10,22,UNDER CENTER,PASS
975,2,7,12,OAK,NYJ,2,1,31,UNDER CENTER,RUSH
976,2,5,19,OAK,NYJ,3,2,51,SHOTGUN,PASS
979,3,8,4,NYJ,OAK,2,1,87,NO HUDDLE SHOTGUN,PASS
980,3,0,12,OAK,NYJ,1,10,55,UNDER CENTER,RUSH
984,4,8,37,OAK,NYJ,1,10,20,SHOTGUN,RUSH
985,4,4,16,NYJ,OAK,3,2,26,NO HUDDLE SHOTGUN,PASS
986,4,0,23,OAK,NYJ,1,10,28,UNDER CENTER,RUSH
989,1,15,0,SEA,DAL,1,10,20,UNDER CENTER,RUSH
990,1,8,3,DAL,SEA,3,2,28,UNDER CENTER,RUSH
991,2,14,8,DAL,SEA,2,12,21,SHOTGUN,PASS
992,2,13,22,DAL,SEA,3,12,21,SHOTGUN,PASS
994,2,0,12,DAL,SEA,1,10,15,UNDER CENTER,RUSH
995,3,7,36,SEA,DAL,3,4,32,SHOTGUN,PASS
996,3,7,29,SEA,DAL,4,4,32,PUNT,KICK
997,3,7,17,DAL,SEA,1,10,21,UNDER CENTER,PASS
998,3,6,42,DAL,SEA,2,13,18,UNDER CENTER,RUSH
999,3,5,56,DAL,SEA,3,4,27,SHOTGUN,PASS
1000,3,5,10,DAL,SEA,1,10,42,UNDER CENTER,RUSH
1001,3,0,15,DAL,SEA,1,10,84,UNDER CENTER,RUSH
1003,4,7,0,DAL,SEA,4,3,34,PUNT,KICK
1005,4,1,10,SEA,DAL,4,6,94,FIELD GOAL,KICK
1007,2,10,39,DEN,GB,2,2,43,SHOTGUN,PASS
1008,2,10,34,DEN,GB,3,2,43,SHOTGUN,RUSH
1011,3,14,11,GB,DEN,1,10,33,UNDER CENTER,PASS
1012,3,13,27,GB,DEN,2,1,42,SHOTGUN,RUSH
1013,3,5,32,DEN,GB,3,2,72,SHOTGUN,RUSH
1014,4,2,0,DEN,GB,3,10,60,UNDER CENTER,RUSH
1016,4,1,16,DEN,GB,4,13,57,PUNT,KICK
1017,1,3,3,CAR,IND,4,2,12,PUNT,KICK
1018,1,2,51,IND,CAR,1,10,37,UNDER CENTER,PASS
1019,2,10,18,CAR,IND,1,10,16,SHOTGUN,PASS
1020,2,2,0,CAR,IND,2,17,13,SHOTGUN,PASS
1021,2,1,52,CAR,IND,3,16,14,NO HUDDLE SHOTGUN,PASS
1023,2,1,43,CAR,IND,1,10,62,SHOTGUN,PASS
1024,2,1,22,CAR,IND,2,2,70,NO HUDDLE SHOTGUN,RUSH
1025,2,1,15,CAR,IND,3,4,68,NO HUDDLE SHOTGUN,PASS
1026,2,1,11,CAR,IND,4,4,68,SHOTGUN,PASS
1027,2,1,0,CAR,IND,4,14,58,PUNT,KICK
1028,3,14,12,CAR,IND,2,10,33,UNDER CENTER,RUSH
1029,3,3,14,CAR,IND,1,6,94,NO HUDDLE SHOTGUN,RUSH
1030,4,12,8,CAR,IND,1,10,70,SHOTGUN,PASS
1031,4,4,42,IND,CAR,1,10,43,SHOTGUN,PASS
1032,4,4,35,IND,CAR,2,10,43,UNDER CENTER,PASS
1033,1,13,35,CLE,CIN,1,10,32,SHOTGUN,PASS
1034,1,13,30,CLE,CIN,2,10,32,SHOTGUN,RUSH
1035,1,12,29,CLE,CIN,4,13,29,PUNT,KICK
1036,1,4,58,CLE,CIN,1,10,51,SHOTGUN,RUSH
1037,4,14,16,CIN,CLE,3,2,50,SHOTGUN,PASS
1041,1,1,5,MIN,LA,1,10,21,UNDER CENTER,PASS
1042,2,9,17,MIN,LA,4,6,35,PUNT,KICK
1043,2,1,39,LA,MIN,1,10,28,UNDER CENTER,RUSH
1044,4,9,13,MIN,LA,1,10,23,UNDER CENTER,RUSH
1045,4,8,35,MIN,LA,1,10,36,SHOTGUN,RUSH
1047,5,14,19,LA,MIN,2,16,14,SHOTGUN,PASS
1048,5,13,37,LA,MIN,3,16,14,SHOTGUN,PASS
1054,2,3,19,GB,CAR,2,10,33,UNDER CENTER,RUSH
1055,2,2,34,GB,CAR,3,8,35,SHOTGUN,PASS
1057,3,8,26,CAR,GB,1,10,66,UNDER CENTER,PASS
1058,3,7,54,CAR,GB,2,5,71,NO HUDDLE SHOTGUN,RUSH
1059,3,1,43,GB,CAR,1,10,48,SHOTGUN,PASS
1062,4,9,27,CAR,GB,3,8,86,SHOTGUN,PASS
1064,4,5,14,GB,CAR,2,14,44,NO HUDDLE SHOTGUN,PASS
1066,1,8,58,NE,WAS,1,10,45,UNDER CENTER,RUSH
1067,1,8,35,NE,WAS,2,2,53,UNDER CENTER,RUSH
1068,1,8,5,NE,WAS,1,10,59,UNDER CENTER,RUSH
1069,1,3,44,WAS,NE,3,6,17,SHOTGUN,PASS
1070,1,3,39,WAS,NE,4,6,17,PUNT,KICK
1071,1,3,27,NE,WAS,1,10,32,SHOTGUN,PASS
1073,3,3,8,NE,WAS,1,10,43,UNDER CENTER,RUSH
1074,3,2,31,NE,WAS,2,10,43,UNDER CENTER,PASS
1075,4,10,36,WAS,NE,3,11,19,SHOTGUN,PASS
1076,4,2,46,WAS,NE,3,8,35,SHOTGUN,PASS
1077,4,2,20,WAS,NE,1,10,43,NO HUDDLE SHOTGUN,PASS
1078,1,6,58,NO,TEN,1,10,20,UNDER CENTER,RUSH
1079,1,6,26,NO,TEN,2,7,23,UNDER CENTER,PASS
1080,1,0,12,NO,TEN,3,9,22,SHOTGUN,PASS
1081,2,0,50,TEN,NO,1,10,65,SHOTGUN,PASS
1082,3,7,17,NO,TEN,1,10,20,UNDER CENTER,PASS
1083,4,14,24,NO,TEN,3,6,69,SHOTGUN,PASS
1085,2,15,0,MIA,BUF,1,10,46,UNDER CENTER,PASS
1086,2,14,30,MIA,BUF,1,10,58,SHOTGUN,RUSH
1087,3,10,8,MIA,BUF,2,1,99,SHOTGUN,RUSH
1088,3,2,29,BUF,MIA,3,14,56,SHOTGUN,PASS
1092,4,10,9,BUF,MIA,1,15,59,SHOTGUN,PASS
1095,4,3,31,NYJ,JAX,2,6,79,UNDER CENTER,RUSH
1096,1,14,56,PIT,OAK,1,10,21,SHOTGUN,PASS
1097,1,13,49,PIT,OAK,1,10,60,SHOTGUN,PASS
1098,1,8,55,PIT,OAK,1,10,41,SHOTGUN,PASS
1099,1,1,36,PIT,OAK,1,10,17,UNDER CENTER,PASS
1100,2,9,22,OAK,PIT,2,8,62,NO HUDDLE SHOTGUN,RUSH
1101,2,8,44,OAK,PIT,3,1,69,UNDER CENTER,RUSH
1102,2,8,3,OAK,PIT,1,10,72,SHOTGUN,RUSH
1104,2,1,49,OAK,PIT,1,10,22,SHOTGUN,PASS
1105,3,13,15,OAK,PIT,4,16,21,PUNT,KICK
1106,4,15,0,PIT,OAK,1,10,63,UNDER CENTER,RUSH
1107,4,14,23,PIT,OAK,2,7,66,UNDER CENTER,RUSH
1108,1,9,57,NYG,TB,4,9,83,FIELD GOAL,KICK
1110,1,9,52,TB,NYG,1,10,20,UNDER CENTER,PASS
1111,2,11,11,TB,NYG,1,10,10,UNDER CENTER,PASS
1112,3,4,46,NYG,TB,3,7,45,NO HUDDLE SHOTGUN,PASS
1113,3,4,12,NYG,TB,1,10,53,UNDER CENTER,RUSH
1114,4,0,13,TB,NYG,2,10,6,SHOTGUN,PASS
1116,2,13,45,SF,ATL,3,1,99,UNDER CENTER,PASS
1119,2,5,59,SF,ATL,1,10,33,SHOTGUN,PASS
1122,3,11,52,ATL,SF,3,12,61,SHOTGUN,PASS
1123,3,11,20,ATL,SF,3,22,51,SHOTGUN,PASS
1124,3,11,15,ATL,SF,4,22,51,PUNT,KICK
1125,3,4,34,SF,ATL,2,7,6,UNDER CENTER,PASS
1126,4,13,11,ATL,SF,1,10,24,UNDER CENTER,PASS
1127,4,12,44,ATL,SF,2,6,28,UNDER CENTER,RUSH
1128,4,5,4,ATL,SF,1,10,80,SHOTGUN,PASS
